id,sku,name,url_key,price,regular_price,image
19212,6223005081452,Temry Shish Tawook - 1 kg,temry-shish-tawook-1-kg,344.95,382.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223005081452_new_imaage.jpg
40443,6223005081421,Temry Chicken Wings - 1 kg,temry-chicken-wings-1-kg,136.0,136.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223005081421_new_imaage.jpg
23112,6224000507114,Mafaza Whole Chicken - 1200 - 1300 g,mafaza-whole-chicken-1200-1300-g,252.0,252.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/microsoftteams-image_4__1_1_1.jpg
52653,6223002610716,Shahd Chicken Livers & Gizzards - 500 g,shahd-chicken-livers-and-gizzards-500-g,103.0,103.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223002610716_new.jpg
14721,6224000507091,Mafaza Whole Chicken - 1100 - 1200 g,mafaza-whole-chicken-1100-1200-g,232.0,232.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/microsoftteams-image_4__1_1_2.jpg
17829,6223005081438,Temry Chicken Drumsticks - 1 kg,temry-chicken-drumsticks-1-kg,225.0,225.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223005081438_new_imaage.jpg
39567,6223005081315,Temry Chicken Livers and Gizzards - 500 g,temry-chicken-livers-and-gizzards-500-g,98.0,98.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223005081315_1_.jpg
13524,6224000705909,Mafaza Chicken Livers - 500 g,mafaza-chicken-livers-500-g,109.0,109.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224000705909.jpg
40137,6224000705817,Mafaza Chicken Liver and Gizzards - 500 g,mafaza-chicken-liver-and-gizzards-500-g,104.0,104.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224000705817.jpg
6711,2000777000000,Fresh Rabbit,fresh-rabbit,289.0,289.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000777000000.jpg
52587,6223005081247,Temry Whole Chicken - 950-1000,temry-whole-chicken-9501000,219.0,219.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223005081247_copy.jpg
38376,6224000705848,Mafaza Chicken Wings - 1 kg,mafaza-chicken-wings-1-kg,143.0,143.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224000705848.jpg
20829,6224000507084,Mafaza Whole Chicken - 1000 - 1100 g,mafaza-whole-chicken-1000-1100-g,211.0,211.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/microsoftteams-image_4__1_1_3.jpg
1506721,2007767000000,Seoudi Marinated Chicken Shawerma,seoudi-marinated-chicken-shawerma,393.0,393.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/7/7767_copy.jpg
20832,2000902000000,Seoudi Fresh Roast Chicken Breasts,seoudi-fresh-roast-chicken-breasts,639.0,639.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000902039229_copy.jpg
22092,2000352000000,Seoudi Fresh Roast Turkey,seoudi-fresh-roast-turkey,685.0,685.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000352000000_3.png
15357,2000750000000,Seoudi Fresh Roast Beef,seoudi-fresh-roast-beef,1030.0,1030.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000750065357_copy.jpg
8428853,2003754000000,Lamb Shank,lamb-shank,665.0,665.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003754000000.jpg
8369873,2003755000000,Lamb Shoulder -  ,lamb-shoulder,685.0,685.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003755000000.jpg
8369870,2003752000000,Lamb Ribs Solo,lamb-ribs-solo,735.0,735.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003752000000.jpg
6435289,2003779000000,Lamb Kofta,lamb-kofta,525.0,525.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003779000000.jpg
3646194,2003958000000,South African Veal Escalopes,south-african-veal-escalopes,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003958000000_neewww_imaagee.png
33912,2003941000000,South African Veal Burgers,south-african-veal-burgers,420.0,420.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003941000000_new_imaagee.jpg
170361,2003891000000,Shahd Whole Chicken,shahd-whole-chicken,223.0,223.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003891000000.jpg
52584,6223005081285,Temry Whole Chicken - 1300-1400 g,temry-whole-chicken-13001400-g,304.0,304.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223005081285_new_imaage.jpg
14820,6224000705824,Mafaza Chicken Livers - 1 kg,mafaza-chicken-livers-1-kg,218.0,218.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224000705824.png
